id	acetate	adipic_acid	alanine	amorphadiene	ara	arginine	artemisinic_acid	asparagine	aspartate	astaxanthin	beta_amyrin	beta_carotene	beta_ionone	betaxanthin	caffeic_acid	catechin	choline	cinnamate	cinnamoyltropine	cis_muconate	citrate	citrulline	coumaric_acid	cysteine	dha	docosanol	epa	ergosterol	ergothioneine	farnesene	ffas	fumaric_acid	genistein	geraniol	glutamate	glutamine	glutathione	glycerol	glycine	glycolate	glycyrrhetinic_acid	hexanoate	histidine	homoserine	hydroxymandelic_acid	hypoxanthine	isobutanol	isoleucine	itaconic_acid	kaempferol	l_pac	lactate	laurate	leucine	limonene	linalool	lupeol	lycopene	lysine	malate	mandelic_acid	methionine	methylbutanol	miltiradiene	n_butanol	naringenin	nicotianamine	nootkatone	oleanolate	oleate	ornithine	oxoglutarate	palmitoleate	patchoulol	phenylalanine	phenylethanol	proline	protopanaxadiol	psilocybin	putrescine	pyruvate	quercetin	resveratrol	rosmarinic_acid	rrbutanediol	s_reticuline	salidroside	santalene	serine	spermine	squalene	succinate	taxadien_acetate	threonine	triacylglycerol	tryptophan	tyrosine	tyrosol	valencene	valine	vanillin_glucoside	xanthine
YLR305C																																																																																																						
YLR307W																																																																																																						
YLR308W																																																																																																						
YLR328W																																																																																																						
YLR342W																																																																																																						
YLR348C																																																																																																						
YLR354C																																																																																																						
YLR355C																																																																																																						
YLR359W																																																																																																						
YLR372W																																																																																																						
YLR377C																																																																																																						
YLR382C																																																																																																						
YLR386W																																																																																																						
YLR395C																																																																																																						
YLR410W																																																																																																						
YLR420W																																																																																																						
YLR432W																																																																																																						
YLR438W	0.40		0.40		0.00	0.40	0.40	0.40	0.40	0.00	0.40	0.00	0.00	0.00	0.00	0.00	0.00		0.00		0.40	0.40	0.00	0.40	0.00	0.00	0.00	0.40	0.00		0.40		0.00		0.40	0.40	0.40	0.00			0.00	0.00	0.40	0.40		0.40	0.40	0.40	0.40	0.00	0.00	0.40				0.00	0.00	0.00				0.40		0.00		0.00	0.00	0.00	0.00	0.40	0.40	0.00	0.40	0.00			1.00	0.00	0.00	0.40		0.00	0.00	0.00	0.40	0.00			0.40	0.40		0.00	0.00	0.40					0.00	0.40	0.00	0.40
YLR447C																																																																																																						
YLR450W																																																																																																						
YML004C																																																																																																						
YML008C																																																																																																						
YML022W																																																																			0.00																																			
YML035C																																																																																																						
YML042W																																							1.00																																																															
YML054C																																																																																																						
YML056C																																																																																																						
YML059C																																																																		0.00					0.00																0.00												0.00			
YML070W																																																																																																						
YML075C				1.00			1.00				1.00																			1.00				1.00																					1.00																																	1.00			1.00											
YML081C-A																																														1.00																																																								
YML086C																																																																																																						
YML100W																																																																																																						
YML106W																																																																																																						
YML110C																																																																																																						
YML120C																																																																																																						
YML123C																																																																																																						
YML126C							1.00				1.00																																													1.00																																														
YMR006C																																																																																																						
YMR008C																																																																																																						
YMR009W																																																																																																						
YMR011W																																																																																																						
YMR013C																																																																																																						
YMR015C																																																																																																						
YMR020W																																																																																										0.00												
YMR041C																																																																																																						
YMR054W																																																																																																						
YMR056C																																																																																																						
YMR062C			0.40		0.40				0.40	0.40		0.40	0.40	0.40	0.40	0.40	0.40		0.40		0.40				0.40	0.40	0.40	0.40	0.40			0.40	0.40		0.40		0.40	0.40			0.40	0.40					0.40	0.40		0.40						0.40	0.40	0.40		0.40				0.40		0.40	0.40	0.40	0.40			0.40		0.40				0.40	0.40			0.40	0.40	0.40		0.40	0.00		0.40			0.40	0.40					0.00	0.40	0.40	0.40	0.40
YMR083W																																																																																																						
YMR088C																																																																																																						
YMR101C																																																																																																						
YMR105C																																																																																																						
YMR108W																																																																																																						
YMR113W																																																																																																						
YMR120C																																																																																																						
YMR145C																																																																																																						
YMR165C																																																																																																						
YMR169C																																																																																																						
YMR170C																																																																																																						
YMR189W																																							0.00															0.00					0.00				0.40																																							
YMR202W																																																																																																						
YMR205C						1.00		1.00																							1.00					1.00			1.00			1.00										1.00											1.00									1.00	1.00				1.00			1.00	1.00			1.00																		
YMR207C																																																																																																						
YMR208W				1.00			1.00				1.00																	1.00		1.00				1.00																					1.00	1.00												1.00																				1.00			1.00								1.00			
YMR217W																																																																																																						1.00
YMR220W				1.00			1.00				1.00																	1.00		1.00				1.00																					1.00	1.00												1.00																				1.00			1.00								1.00			
YMR226C																																																																																																						
YMR241W																																																																																																						
YMR246W					0.00					0.00		0.00	0.00	0.00	0.00	0.00	0.00		0.00				0.00		0.00	0.00	0.00		0.00				0.00								0.00	0.00								0.00						0.00	0.00	0.00						0.00		0.00	0.00	0.00	0.00					0.00				0.00	0.00			0.00	0.00	0.00		0.00	0.00						0.00					0.00	0.00		0.00	0.40
YMR250W																																			0.00																																																																			
YMR256C																																																																																																						
YMR261C																																																																																																						
YMR267W	0.40				0.40			1.00	0.40	0.40		0.40	0.40	0.40	0.40	0.40	1.00		0.40	0.40	0.00	0.40	0.40		0.40	0.40	0.40		0.40		1.00	0.00	0.40								0.40		1.00	0.40						0.40	0.40		1.00			0.40	0.40	0.40		0.00	0.40			0.40	0.40	0.40	0.40	0.40	0.40	1.00		0.00	1.00	0.40				0.40	0.40			0.40				0.40	0.40			0.40		0.00						0.40	0.40		0.40	
YMR271C																																																																																																						
YMR272C																																																																																																						
YMR278W																																																																																																						
YMR281W																																																																																																						
YMR289W																																																																																																						
YMR293C																																																																																																						
YMR296C																																																																																																						
YMR298W																																																																																																						
YMR300C																																														1.00																																																								1.00
YMR303C																																																																																	0.40																					
YMR313C																																																																																																						
YMR318C																																																																																																						
YMR319C									0.40																																																																																													
YNL003C																																																																																																						
YNL009W																																																																																																						
YNL029C																																																																																																						
YNL037C																																						1.00																																																	0.00					1.00						0.00				
YNL045W																																																																																																						
YNL052W																																																																																																						
YNL071W				1.00		1.00	1.00				1.00											1.00						1.00		1.00				1.00		1.00	1.00		0.00	1.00									1.00				0.00	1.00	1.00				1.00				1.00		1.00												1.00			1.00								1.00		1.00	1.00	0.00										
YNL073W																																																																																																						
YNL101W																																																																																																						
YNL104C																					0.00																		0.00	0.00																																															0.00											0.00				
YNL106C																																																																																																						
YNL117W																																																																																																						
YNL129W																																																																																																						
YNL130C																																																																		0.00					0.00																0.00												0.00			
YNL141W																																																																																																						
YNL142W																																																																																																						
YNL169C																																																																																																						
YNL192W																																																																																																						
YNL202W																																																																																																						
YNL220W																																											1.00																																																											
YNL241C	0.00					1.00	1.00	1.00									1.00	1.00		0.40		1.00		1.00				1.00			1.00						1.00	0.00	0.00	0.00			1.00	1.00	0.40								1.00						1.00		1.00	1.00			1.00					1.00		0.00	1.00		1.00	1.00	1.00			1.00										1.00		0.00		1.00		1.00						
YNL247W																																																																																																						
YNL256W																																																																																																						
YNL267W																																																																																																						
YNL268W																																																																																																						
YNL270C																																																																																																						
YNL277W																																																																																																						
YNL280C																												1.00																																																																										
YNL292W																																																																																																						
YNL316C									0.40									1.00																																											1.00														1.00	1.00																										
YNL318C																																																																																																						
YNL325C																																																																																																						
YNR001C						1.00																1.00														1.00	1.00		1.00			1.00							1.00				0.00						1.00																		1.00			1.00																						
YNR008W																																																																		0.00					0.00																0.00												0.00			
YNR012W																																																																																																						
YNR013C																																																																																																						
YNR016C																															1.00											1.00											1.00																	1.00			1.00																													
YNR019W																												0.40																									0.40												0.40						0.40																			0.40	0.40				0.00							
YNR033W																																																																																																						
YNR041C																																																																																																						
YNR043W				1.00			1.00				1.00																	1.00		1.00				1.00																					1.00	1.00												1.00																				1.00			1.00								1.00			
YNR050C																																																											1.00																												0.00											0.00				
YNR056C																																																																																																						
YNR057C																																																																																																						
YNR058W																																																																																																						
YNR067C																																																																																																						
YNR072W																																																																																																						
YOL011W																																																																																																						
YOL020W																																																																																																						
YOL033W																																																																																																						
YOL049W																																							0.00																																																															
YOL052C																																																																																																						
YOL055C																																																																																																						
YOL058W																																																																																																						
YOL059W																																																																																																						
YOL061W																																																																																																						
YOL064C																								1.00													1.00																									1.00																									0.00											0.00				
YOL065C																																																																																																						
YOL066C																																																																																																						
YOL068C																																																																																																						
YOL086C																																																																																																						
YOL096C																																																																																																						
YOL097C																																																																																																						
YOL103W																																																																																																						
YOL126C					0.40				0.40	0.40		0.40	0.40	0.40	0.40	0.40	0.40		0.40						0.40	0.40	0.40		0.40				0.40					0.40			0.40	0.00						0.40		0.40			0.00			0.40	0.40	0.40						0.40		0.40	0.40	0.40	0.40					0.40	0.40			0.40	0.40			0.40	0.40	0.40		0.40	0.40						0.40				0.40	0.40	0.40		0.40	0.00
YOL136C																																																																																																						
YOL140W	0.40		0.40		0.40	1.00	0.40	0.40	0.40	0.40	0.40	0.40	0.40	0.40	0.40	0.40	0.40		0.40		0.40	1.00	0.40	0.40	0.40	0.40	0.40	0.40	0.40		0.40	0.40	0.40		0.40	0.40	0.40	0.40			0.40	0.40	0.40	0.40		0.40	0.40	0.40	0.40	0.40	0.40	0.40				0.40	0.40	0.40		0.40		0.40		0.40		0.40	0.40	0.40	0.40	0.40		0.40	0.40	0.40			1.00	0.40	0.40	1.00		0.40	0.40	0.40	0.40	0.40	0.00		0.40	1.00		0.40	0.40	0.40				0.00	0.40	0.40	0.40	0.40
YOL143C									0.40																																																																																													
YOL151W																																																																																																						
YOL156W																																																																																																						
YOR011W																																																																																																						
YOR025W																																																																																																						
YOR040W																																																																																																						
YOR054C																																																																																																						
YOR065W																																														1.00																																																								
YOR071C																																																																																																						
YOR074C									0.40																																																																																													
YOR081C																																																																																																						
YOR095C																																						0.40	0.40	0.40																																0.40																				0.40										
YOR099W																																																																																																						
YOR100C																																																																																																						
YOR108W																																							1.00																																																															
YOR109W																																																																																																						
YOR120W																																																																																																						
YOR125C																																																																																																						
YOR126C																																																																																																						
YOR128C																																														1.00																																																								1.00
YOR130C																																																																																																						
YOR136W																																						1.00																																																	0.00					1.00						0.00				
YOR142W																																																																																																						
YOR143C																																																																																																						
YOR155C																																														1.00																																																								
YOR163W																																																																																																						
YOR168W																																																																																																						
YOR171C																																																																																																						
YOR175C		0.40	0.40	0.40														0.40		0.40		0.40		0.40						0.40				0.40			0.40		0.40								0.40							0.40	0.40						0.40									0.40						0.40				0.40					0.40			0.40		0.40		0.40		0.40						0.40		
YOR176W									0.40																																																																																													
YOR180C																																																																																																						
YOR184W	0.00								0.40												0.40		0.00	1.00															1.00	0.00		0.00				1.00	0.40				0.00	0.40	0.40												0.40						0.40						0.40			0.40			0.00	0.00	0.40		0.00		1.00									0.00		0.40		
YOR190W																																																																																																						
YOR192C																																																																																																						
YOR202W									0.40																																		1.00																																																											
YOR209C																																																																																																						
YOR221C																																																																																																						
YOR222W																																																																																																						
YOR236W									0.40																																																																																													
YOR241W																																																																																																						
YOR245C			0.40																									0.40							0.40		0.40	0.40	0.40								0.40	0.40					0.40												0.40						0.40				0.40														0.40	0.40	0.40				0.00		0.40			0.40		
YOR270C																																																																																																						
YOR273C																																																																																																						
YOR278W																																																																																																						
YOR303W						1.00																1.00																																																																																
YOR311C																																																																																																						
YOR317W					0.00					0.00		0.00	0.00	0.00	0.00	0.00	0.00		0.00				0.00		0.00	0.00	0.00		0.00				0.00								0.00	0.00								0.00						0.00	0.00	0.00						0.00		0.00	0.00	0.00	0.00					0.00				0.00	0.00			0.00	0.00	0.00		0.00	0.00						0.00					0.00	0.00		0.00	0.40
YOR321W																																																																																																						
YOR323C																																																			1.00																																				0.00					1.00						0.00				
YOR332W																																																																																																						
YOR335C																																																																																																						
YOR347C																																																																																																						
YOR348C																																																																																																						
YOR360C																																																																																																						
YOR374W																																																																																																						
YOR375C																																								0.40																																															0.00											0.00				
YOR377W																																															0.00																																																							
YOR388C	0.00				0.00				0.40	0.00		0.00	0.00	0.00	0.00	0.00	0.00		0.00						0.00	0.00	0.00		0.00				0.00				0.40			0.00	0.00						0.40			0.00	0.00	0.40	0.40			0.00	0.00	0.00	0.00					0.00	0.40	0.00	0.00	0.00	0.00		0.40	0.00		0.00			0.40	0.00	0.00	0.40		0.00				0.00	0.00						0.00					0.00	0.00	0.40	0.00	
YPL015C																																																																																																						
YPL023C																																																																																							0.00											0.00				
YPL028W									0.40																																																																																													
YPL036W																																																																																																						
YPL040C																																																																																																						
YPL053C																																																																																																						
YPL057C																																																																																																						
YPL059W																																																																																																						
YPL061W	1.00								0.40								1.00			0.40		0.40									1.00	0.00							1.00	1.00				0.40		0.40							1.00							0.00					0.40					1.00		0.00	1.00														0.40			0.40	0.40	0.00						0.40				0.40
YPL069C																																																																																																						
YPL078C																																														1.00																																																								
YPL087W																																																																																																						
YPL091W																																																																																																						
YPL092W																																																																																																						
YPL097W																																																																																																						
YPL104W																																																																																																						
YPL110C																																																																		0.00					0.00																0.00												0.00			
YPL111W																																																																																																						
YPL117C									0.40																																																																																													
YPL134C																																																																																																						
YPL147W																																																																																																						
YPL148C																																																																																																						
YPL160W																																																																																																						
YPL172C									0.40																																																																																													
YPL188W																																																																																																						
YPL189W																																																																																																						
YPL206C																																																																																																						
YPL212C																																																																																																						
YPL214C																																																																																																						
YPL231W																																																																																																						
YPL234C																																																																																																						
YPL244C																																																																																																						
YPL252C																																																																																																						
YPL258C																																																																																																						
YPL262W																																																																																																						
YPL265W																																																																																																						
YPL268W																																																																																																						
YPL271W																																														1.00																																																								
YPL273W																																																																																																						
YPL274W																																																																																																						
YPR001W																																																					0.00																																																	
YPR002W																																																																																																						
YPR006C																																																																																																						
YPR020W																																														1.00																																																								1.00
YPR021C																																																																																																						
YPR026W																																																																																																						
YPR033C																																																																																																						
YPR035W						1.00		1.00														1.00														1.00			1.00				1.00			1.00																																																		1.00						1.00
YPR036W																																																																																																						
YPR047W																																																																																																						
YPR060C																		1.00																											1.00																1.00														1.00	1.00							1.00																			
YPR062W																																																																																																						
YPR069C																																																																																										1.00												
YPR074C																																																																																																						
YPR081C																																																																																																						
YPR113W																																																																																																						
YPR121W																																																																																																						
YPR128C																																																																																																						
YPR138C																																																																																																						
YPR140W																																																																							0.00																															
YPR145W								1.00																																																																																														
YPR156C																																																																																																						
YPR159W																																																																																																						
YPR160W																																																																																																						
YPR167C																								1.00													1.00																									1.00																									0.00											0.00				
YPR183W																																																																																																						
YPR184W																																																																																																						
YPR191W																																														1.00																																																								
YPR192W																																																																																																						
YHR215W																																																																																																						
YMR058W																																																																																																						
YDR538W																																																																																																						
YDR539W																																																																																																						
YJR024C																																																																																																						
YPR118W																																																																																																						
YAR069W-A																																																																																																						
YHR214W-F																																																																																																						
YDL040C																																																																																									0.00													
YGR147C																																																																																																						
YHR013C																																																																																									0.00													
YFL058W																																																																																																						
YDR071C																																																																																										0.00												
YFR055W																																																																																							0.00											0.00				
YDL166C																																																																	0.40																										0.40											
YDR020C																																																																																																						
YCL005W-A																																																																																																						
YJL180C																																																																																																						
YLR393W																																																																																																						
YNL315C																																																																																																						
YOL077W-A			0.40		0.40					0.40		0.40	0.40	0.40	0.40	0.40			0.40				0.40		0.40	0.40	0.40		0.40				0.40								0.40					1.00	0.40			0.40	0.40						0.40	0.40						0.40		0.40	0.40	0.40	0.40					0.40				0.40	0.40		0.40	0.40	0.40			0.40	0.40						0.40					0.40	0.40		0.40	
YJR069C																																																																																																						
YLL058W																																																																																																						
YML082W																																																																																							0.40											0.40				
YLR345W																																																																																																						
YLR446W									0.00												0.00		0.00									0.00			0.00					0.00		0.00																		0.00												0.00											0.00							0.00		0.00										0.00
YMR084W																																																																																																						
YMR110C																																																																																																						
YNL229C																																																																																																						
YNR027W																																																																																																						
YOL092W																																																																																																						
YMR323W																																																																																																						
YOR393W																																																																																																						
YPL281C																																																																																																						
YBR241C																																																																																																						
YGL104C																																																																																																						
YCL047C																																																																																																						
YER141W									0.40																																																																																													
YHL012W																																																																																																						
YFL060C																																																																																																						
YDR231C																																																																																																						
YGR062C																																																																																																						
YHR116W																																																																																																						
YJL003W																																																																																																						
YLL018C-A																																																																																																						
YPL132W																																																																																																						
YDR387C																																																																																																						
YCR068W																																																																																																						
YAL035W																																																																																																						
YLL001W																																																																																																						
YNL036W										0.40		0.40	0.40	0.40	0.40		0.40		0.40				0.40						0.40												0.40																0.40	0.40						0.40			0.40	0.40	0.40					0.40				0.40	0.40					0.40		0.40	0.40						0.40					0.40	0.40		0.40	0.40
YMR306W																																																																																																						
YFL054C																																																																																																						
YDR105C																																																																																																						
YDR456W																																																																																																						
YBR001C																																																																																																						
YDL024C																																																																																																						
YDL246C																																																																																																						
YDR242W																																																																																																						
YDR441C																																																																			0.00																																			
YJL200C																																																																																							0.00											0.00				
YOR283W																																																																																																						
YGR043C																																																																																																						
YLR164W																																																																																																						
YNL334C																																																																																																						
YAL039C																																																																																																						
YKL087C																																																																																																						
YAL061W																																																																																																						
YBL080C																																																																																																						
YBL091C																																																																																																						
YLR244C																																																																																																						
YBR022W																																																																																																						
YMR087W																																																																																																						
YBR046C																																																																																																						
YBR070C																																																																																																						
YGL047W																																																																																																						
YBR111C																																																																																																						
YBR147W																																																																																																						
YDR352W																																																																																																						
YBR222C																																																																																																						
YBR229C																																																																																																						
YBR235W																																																																																																						
YBR243C																																																																																																						
YBR281C																																					0.00																																																																	
YNL191W																																					0.00																																																																	
YBR295W																																																																																																						
YCL017C																																																																																																						
YCR011C																																																																																																						
YCR107W																																																																																																						
YDL243C																																																																																																						
YJR155W																																																																																																						
YNL331C																																																																																																						
YOL165C																																																																																																						
YPL088W																																																																																																						
YEL031W																																																																																																						
YEL070W																																																																																																						
YNR073C																																																																																																						
YER010C																																																																																																						
YER042W																																																																																																						
YER087W																																																																																																						
YER163C																																					0.00																																																																	
YHL018W																																																																																																						
YHR008C																																																																																																						
YHR043C																																																																																																						
YHR044C																																																																																																						
YHR109W																																																																																																						
YDR440W																																																																																																						
YHR119W																																																																																																						
YJL168C																																																																																																						
YIL023C																																																																																																						
YMR243C																																																																																																						
YOR316C																																																																																																						
YIL043C																																																																																																						
YML125C																																																																																																						
YKL150W																																																																																																						
YIR036C																																																																																																						
YIR038C																																																																																																						
YKR076W																																																																																																						
YMR251W																																																																																																						
YLL060C																																																																																																						
YKL069W																																																																																							0.40											0.40				
YKL103C																																																																																																						
YKL215C																																																																																																						
YKL218C																																																																																																						
YGR154C																																																																																																						
YFL061W																																																																																																						
YNL335W																																																																																																						
YFL059W																																																																																																						
YNL333W																																																																																																						
YFR044C																																																																																																						
YDL120W																																																																																																						
YDL219W																																																																																																						
YDL236W																																																																																																						
YDR009W																																																																																																						
YDR036C																																																																																																						
YDR038C																																																																																																						
YDR039C																																																																																																						
YDR040C																																																																																																						
YDR051C																																																																																																						
YOL075C																																																																																																						
YDR111C																																																																																																						
YDR248C																																																																																																						
YDR410C																																																																																																						
YDR437W																																																																																																						
YGR216C																																																																																																						
YNL038W																																																																																																						
YPL076W																																																																																																						
YPL096C-A																																																																																																						
YPL175W																																																																																																						
YDR516C																																1.00																												1.00																																										
YDR533C																																																																																																						
YMR322C																																																																																																						
YOR391C																																																																																																						
YPL280W																																																																																																						
YGL006W																																																																																																						
YGL167C																																																																																																						
YGL017W																																																																																																						
YGL022W																																																																																																						
YGL027C																																																																																																						
YGL038C																																																																																																						
YGL065C																																																																																																						
YGL156W																																																																																																						
YGL169W																																																																																																						
YGL196W																																																																																																						
YGR012W																																																																																																						
YGR036C																																																																																																						
YGR046W																																																																																																						
YGR144W																																																																																																						
YGR227W																																																																																																						
YGR234W																																																																																																						
YJL046W																																																																																																						
YJL126W																																																																																																						
YJR040W																																																																																																						
YJR051W																																																																																																						
YJR104C																																																																																																						
YJR131W																																																																																																						
YLR057W																																																																																																						
YJR149W																																																																																																						
YKL220C																																																																																																						
YLR047C																																																																																																						
YLR214W																																																																																																						
YNR060W																																																																																																						
YOL152W																																																																																																						
YOR381W																																																																																																						
YOR384W																																																																																																						
YLL051C																																																																																																						
YLR099C																																																																																																						
YPR139C																																																																																																						
YLR143W																																																																																																						
YLR151C																																																																																																						
YLR239C																																																																																																						
YMR099C																																																																																																						
YMR162C																																																																																																						
YMR210W																																																																																																						
YNL048W																																																																																																						
YNL092W																																																																																																						
YNL219C																																																																																																						
YNL274C																																																																																																						
YNR030W																																																																																																						
YOL157C																																																																																																						
YOR002W																																																																																																						
YOR067C																																																																																																						
YOR149C																																																																																																						
YOR196C																																																																																																						
YOR226C																																																																																																						
YPL135W																																																																																																						
YOR251C																																																																																																						
YOR285W																																																																																																						
YOR286W																																																																																																						
YOR334W																																																																																																						
YPL060W																																																																																																						
YPL227C																																																																																																						
YPR003C																																																																																																						
YPR127W																																																																																																						
YDR371W																																																																																																						
YLR286C																																																																																																						
YOR161C																																																																																																						
YDR452W																																																																																																						
YHR201C																																																																																																						
YDR270W																																																																																																						
YLR351C																																																																																																						
YMR301C																																																																																																						
YEL004W																																																																																																						
YEL066W																																																																																																						
YOL122C																																																																																																						
YNL275W																																																																																																						
YGL255W																																																																																																						
YLR130C																																																																																																						
YOL130W																																																																																																						
YNL065W																																																																																																						
YKR093W																																																																																																						
YDR093W																																																																																																						
YOR306C																																																																																																						
YPR011C																																																																																																						
YLL053C																																																																																																						
YJL133W																																																																																																						
YKR052C																																																																																																						
YPR058W																																																																																																						
YIL048W																																																																																																						
YAL026C																																																																																																						
